样本路径,视角,控制稿版本,风格,陈设,机位,通路,提示词来源,对照类型,错配机位,对照物,对照物路径,v2,v3原位,v3配准,dx,dy,sx,sy,线像素,v3进分母,备注,耗时s
_iteration/run-2026-09-04-failure-catalogue/万相-室内机位/客厅-default-seed1.png,室内,19洞线稿反色,modern-minimal,默认,cam-room-客厅,万相doodle,探针手写,错配,cam-room-主卧,line(=送模型稿反色),_iteration/run-2026-09-04-failure-catalogue/底渲-室内机位/cam-room-主卧/line.png,0.0241,0.0465,0.1816,19,-19,1.0,1.0,14357,14357,,6.8
_iteration/run-2026-09-04-failure-catalogue/万相-室内机位/客厅-default-seed1.png,室内,19洞线稿反色,modern-minimal,默认,cam-room-客厅,万相doodle,探针手写,转90,,line(=送模型稿反色),_iteration/run-2026-09-04-failure-catalogue/底渲-室内机位/cam-room-客厅/line.png,0.0055,0.0177,0.026,24,6,1.0,1.0,20231,20231,,10.2
_iteration/run-2026-09-05-opening-kind-realism/cam-bird-dollhouse-seed1.png,揭顶,16洞控制稿,modern-minimal,无陈设,cam-bird-dollhouse,万相doodle经网关,imagegen模板,正常,,line,_iteration/run-2026-09-05-opening-kind-consume/cam-bird-dollhouse/line.png,0.2407,0.3684,0.3762,1,1,1.0,1.0,22210,22210,,11.0
_iteration/run-2026-09-05-opening-kind-realism/cam-bird-dollhouse-seed1.png,揭顶,16洞控制稿,modern-minimal,无陈设,cam-bird-dollhouse,万相doodle经网关,imagegen模板,错配,cam-room-客厅,line,_iteration/run-2026-09-05-opening-kind-consume/cam-room-客厅/line.png,0.0067,0.0074,0.0166,10,12,1.0,1.0,20604,20604,,10.1
_iteration/run-2026-09-05-opening-kind-realism/cam-bird-dollhouse-seed1.png,揭顶,16洞控制稿,modern-minimal,无陈设,cam-bird-dollhouse,万相doodle经网关,imagegen模板,转90,,line,_iteration/run-2026-09-05-opening-kind-consume/cam-bird-dollhouse/line.png,0.0382,0.0333,0.0468,12,19,1.0,1.0,22210,22210,,10.3
_iteration/run-2026-09-05-opening-kind-realism/cam-bird-dollhouse-seed1.png,揭顶,16洞控制稿,modern-minimal,无陈设,cam-bird-dollhouse,万相doodle经网关,imagegen模板,正常,,sketch,_iteration/run-2026-09-05-opening-kind-consume/cam-bird-dollhouse/sketch.png,0.1623,0.4079,0.4155,1,1,1.0,1.0,19717,19717,,9.6
_iteration/run-2026-09-05-opening-kind-realism/cam-bird-dollhouse-seed1.png,揭顶,16洞控制稿,modern-minimal,无陈设,cam-bird-dollhouse,万相doodle经网关,imagegen模板,错配,cam-room-客厅,sketch,_iteration/run-2026-09-05-opening-kind-consume/cam-room-客厅/sketch.png,0.0078,0.0171,0.0503,24,-2,1.0,1.0,8839,8839,,5.2
_iteration/run-2026-09-05-opening-kind-realism/cam-bird-dollhouse-seed1.png,揭顶,16洞控制稿,modern-minimal,无陈设,cam-bird-dollhouse,万相doodle经网关,imagegen模板,转90,,sketch,_iteration/run-2026-09-05-opening-kind-consume/cam-bird-dollhouse/sketch.png,0.0359,0.0339,0.0457,24,10,1.0,1.0,19717,19717,,10.5
_iteration/run-2026-09-05-opening-kind-realism/cam-bird-dollhouse-seed2.png,揭顶,16洞控制稿,modern-minimal,无陈设,cam-bird-dollhouse,万相doodle经网关,imagegen模板,正常,,line,_iteration/run-2026-09-05-opening-kind-consume/cam-bird-dollhouse/line.png,0.2171,0.3378,0.3429,1,1,1.0,1.0,22210,22210,,11.1
_iteration/run-2026-09-05-opening-kind-realism/cam-bird-dollhouse-seed2.png,揭顶,16洞控制稿,modern-minimal,无陈设,cam-bird-dollhouse,万相doodle经网关,imagegen模板,错配,cam-room-客厅,line,_iteration/run-2026-09-05-opening-kind-consume/cam-room-客厅/line.png,0.01,0.0098,0.0164,16,24,1.0,1.0,20604,20604,,10.2
_iteration/run-2026-09-05-opening-kind-realism/cam-bird-dollhouse-seed2.png,揭顶,16洞控制稿,modern-minimal,无陈设,cam-bird-dollhouse,万相doodle经网关,imagegen模板,转90,,line,_iteration/run-2026-09-05-opening-kind-consume/cam-bird-dollhouse/line.png,0.0307,0.0304,0.0495,21,24,1.0,1.0,22210,22210,,10.7
_iteration/run-2026-09-05-opening-kind-realism/cam-bird-dollhouse-seed2.png,揭顶,16洞控制稿,modern-minimal,无陈设,cam-bird-dollhouse,万相doodle经网关,imagegen模板,正常,,sketch,_iteration/run-2026-09-05-opening-kind-consume/cam-bird-dollhouse/sketch.png,0.1653,0.4025,0.4025,0,0,1.0,1.0,19717,19717,,10.1
_iteration/run-2026-09-05-opening-kind-realism/cam-bird-dollhouse-seed2.png,揭顶,16洞控制稿,modern-minimal,无陈设,cam-bird-dollhouse,万相doodle经网关,imagegen模板,错配,cam-room-客厅,sketch,_iteration/run-2026-09-05-opening-kind-consume/cam-room-客厅/sketch.png,0.0098,0.0182,0.0431,15,14,1.0,1.0,8839,8839,,4.7
_iteration/run-2026-09-05-opening-kind-realism/cam-bird-dollhouse-seed2.png,揭顶,16洞控制稿,modern-minimal,无陈设,cam-bird-dollhouse,万相doodle经网关,imagegen模板,转90,,sketch,_iteration/run-2026-09-05-opening-kind-consume/cam-bird-dollhouse/sketch.png,0.039,0.0329,0.0499,22,24,1.0,1.0,19717,19717,,10.0
_iteration/run-2026-09-05-opening-kind-realism/cam-bird-dollhouse-seed3.png,揭顶,16洞控制稿,modern-minimal,无陈设,cam-bird-dollhouse,万相doodle经网关,imagegen模板,正常,,line,_iteration/run-2026-09-05-opening-kind-consume/cam-bird-dollhouse/line.png,0.243,0.3914,0.4019,1,0,1.0,1.0,22210,22210,,10.6
_iteration/run-2026-09-05-opening-kind-realism/cam-bird-dollhouse-seed3.png,揭顶,16洞控制稿,modern-minimal,无陈设,cam-bird-dollhouse,万相doodle经网关,imagegen模板,正常,,sketch,_iteration/run-2026-09-05-opening-kind-consume/cam-bird-dollhouse/sketch.png,0.1897,0.4508,0.4508,0,0,1.0,1.0,19717,19717,,9.9
_iteration/run-2026-09-02-control-path-survey/万相-doodle/run6-geometry-autosketch-seed12345.png,揭顶,19洞geometry自抽,modern-minimal,默认,cam-bird-dollhouse,万相doodle(is_sketch=false),探针手写,正常,,line(=送模型稿反色),_iteration/真户型-基准/底渲-cam-bird-dollhouse/line.png,0.1543,0.254,0.2615,1,0,1.0,1.0,23022,23022,送的是 geometry.png 让模型自抽线稿，按任务指定对 line.png 量,11.9
_iteration/run-2026-09-02-control-path-survey/万相-doodle/run6-geometry-autosketch-seed12345.png,揭顶,19洞geometry自抽,modern-minimal,默认,cam-bird-dollhouse,万相doodle(is_sketch=false),探针手写,错配,cam-room-客厅,line(=送模型稿反色),_iteration/run-2026-09-04-failure-catalogue/底渲-室内机位/cam-room-客厅/line.png,0.0142,0.0159,0.0202,-9,-24,1.0,1.0,23711,23711,送的是 geometry.png 让模型自抽线稿，按任务指定对 line.png 量,11.6
_iteration/run-2026-09-02-control-path-survey/万相-doodle/run6-geometry-autosketch-seed12345.png,揭顶,19洞geometry自抽,modern-minimal,默认,cam-bird-dollhouse,万相doodle(is_sketch=false),探针手写,转90,,line(=送模型稿反色),_iteration/真户型-基准/底渲-cam-bird-dollhouse/line.png,0.0165,0.0152,0.0314,19,-24,1.0,1.0,23022,23022,送的是 geometry.png 让模型自抽线稿，按任务指定对 line.png 量,10.9
_iteration/run-2026-09-05-realism-styles/cam-bird-dollhouse-cream-warm-seed1.png,揭顶,19洞控制稿,cream-warm,无陈设,cam-bird-dollhouse,万相doodle经网关,imagegen模板,正常,,line,_iteration/run-2026-09-05-control-sketch/cam-bird-dollhouse/line.png,0.1968,0.3195,0.3503,1,1,1.0,1.0,22865,22865,,10.5
_iteration/run-2026-09-05-realism-styles/cam-bird-dollhouse-cream-warm-seed1.png,揭顶,19洞控制稿,cream-warm,无陈设,cam-bird-dollhouse,万相doodle经网关,imagegen模板,错配,cam-room-客厅,line,_iteration/run-2026-09-05-control-sketch/cam-room-客厅/line.png,0.0119,0.0112,0.0201,24,-11,1.0,1.0,24978,24978,,13.7
_iteration/run-2026-09-05-realism-styles/cam-bird-dollhouse-cream-warm-seed1.png,揭顶,19洞控制稿,cream-warm,无陈设,cam-bird-dollhouse,万相doodle经网关,imagegen模板,转90,,line,_iteration/run-2026-09-05-control-sketch/cam-bird-dollhouse/line.png,0.0208,0.0205,0.0285,18,13,1.0,1.0,22865,22865,,11.6
_iteration/run-2026-09-05-realism-styles/cam-bird-dollhouse-cream-warm-seed1.png,揭顶,19洞控制稿,cream-warm,无陈设,cam-bird-dollhouse,万相doodle经网关,imagegen模板,正常,,sketch,_iteration/run-2026-09-05-control-sketch/cam-bird-dollhouse/sketch.png,0.1712,0.4028,0.4379,1,1,1.0,1.0,19328,19328,,9.4
_iteration/run-2026-09-05-realism-styles/cam-bird-dollhouse-cream-warm-seed1.png,揭顶,19洞控制稿,cream-warm,无陈设,cam-bird-dollhouse,万相doodle经网关,imagegen模板,错配,cam-room-客厅,sketch,_iteration/run-2026-09-05-control-sketch/cam-room-客厅/sketch.png,0.0287,0.0205,0.0346,24,-3,1.0,1.0,15066,15065,,7.0
_iteration/run-2026-09-05-realism-styles/cam-bird-dollhouse-cream-warm-seed1.png,揭顶,19洞控制稿,cream-warm,无陈设,cam-bird-dollhouse,万相doodle经网关,imagegen模板,转90,,sketch,_iteration/run-2026-09-05-control-sketch/cam-bird-dollhouse/sketch.png,0.0188,0.0173,0.0286,13,16,1.0,1.0,19328,19328,,10.1
_iteration/run-2026-09-05-control-sketch-realism/cam-bird-dollhouse-seed1.png,揭顶,19洞控制稿,modern-minimal,无陈设,cam-bird-dollhouse,万相doodle经网关,imagegen模板,正常,,line,_iteration/run-2026-09-05-control-sketch/cam-bird-dollhouse/line.png,0.2109,0.3279,0.3567,1,1,1.0,1.0,22865,22865,,10.5
_iteration/run-2026-09-05-control-sketch-realism/cam-bird-dollhouse-seed1.png,揭顶,19洞控制稿,modern-minimal,无陈设,cam-bird-dollhouse,万相doodle经网关,imagegen模板,错配,cam-room-客厅,line,_iteration/run-2026-09-05-control-sketch/cam-room-客厅/line.png,0.0111,0.0099,0.0169,-13,14,1.0,1.0,24978,24978,,13.2
_iteration/run-2026-09-05-control-sketch-realism/cam-bird-dollhouse-seed1.png,揭顶,19洞控制稿,modern-minimal,无陈设,cam-bird-dollhouse,万相doodle经网关,imagegen模板,转90,,line,_iteration/run-2026-09-05-control-sketch/cam-bird-dollhouse/line.png,0.0258,0.0225,0.0335,24,24,1.0,1.0,22865,22865,,10.7
_iteration/run-2026-09-05-control-sketch-realism/cam-bird-dollhouse-seed1.png,揭顶,19洞控制稿,modern-minimal,无陈设,cam-bird-dollhouse,万相doodle经网关,imagegen模板,正常,,sketch,_iteration/run-2026-09-05-control-sketch/cam-bird-dollhouse/sketch.png,0.1639,0.3948,0.4262,1,1,1.0,1.0,19328,19328,,9.2
_iteration/run-2026-09-05-control-sketch-realism/cam-bird-dollhouse-seed1.png,揭顶,19洞控制稿,modern-minimal,无陈设,cam-bird-dollhouse,万相doodle经网关,imagegen模板,错配,cam-room-客厅,sketch,_iteration/run-2026-09-05-control-sketch/cam-room-客厅/sketch.png,0.0171,0.0165,0.0321,24,-24,1.0,1.0,15066,15065,,7.3
_iteration/run-2026-09-05-control-sketch-realism/cam-bird-dollhouse-seed1.png,揭顶,19洞控制稿,modern-minimal,无陈设,cam-bird-dollhouse,万相doodle经网关,imagegen模板,转90,,sketch,_iteration/run-2026-09-05-control-sketch/cam-bird-dollhouse/sketch.png,0.0255,0.0221,0.0319,24,24,1.0,1.0,19328,19328,,10.4
_iteration/run-2026-09-05-control-sketch-realism/cam-bird-dollhouse-seed2.png,揭顶,19洞控制稿,modern-minimal,无陈设,cam-bird-dollhouse,万相doodle经网关,imagegen模板,正常,,line,_iteration/run-2026-09-05-control-sketch/cam-bird-dollhouse/line.png,0.21,0.3254,0.3269,1,1,1.0,1.0,22865,22865,,10.6
_iteration/run-2026-09-05-control-sketch-realism/cam-bird-dollhouse-seed2.png,揭顶,19洞控制稿,modern-minimal,无陈设,cam-bird-dollhouse,万相doodle经网关,imagegen模板,错配,cam-room-客厅,line,_iteration/run-2026-09-05-control-sketch/cam-room-客厅/line.png,0.023,0.0228,0.0263,-8,13,1.0,1.0,24978,24978,,13.3
_iteration/run-2026-09-05-control-sketch-realism/cam-bird-dollhouse-seed2.png,揭顶,19洞控制稿,modern-minimal,无陈设,cam-bird-dollhouse,万相doodle经网关,imagegen模板,转90,,line,_iteration/run-2026-09-05-control-sketch/cam-bird-dollhouse/line.png,0.0337,0.0356,0.0474,12,16,1.0,1.0,22865,22865,,10.5
_iteration/run-2026-09-05-control-sketch-realism/cam-bird-dollhouse-seed2.png,揭顶,19洞控制稿,modern-minimal,无陈设,cam-bird-dollhouse,万相doodle经网关,imagegen模板,正常,,sketch,_iteration/run-2026-09-05-control-sketch/cam-bird-dollhouse/sketch.png,0.1713,0.4112,0.4112,0,0,1.0,1.0,19328,19328,,9.1
_iteration/run-2026-09-05-control-sketch-realism/cam-bird-dollhouse-seed2.png,揭顶,19洞控制稿,modern-minimal,无陈设,cam-bird-dollhouse,万相doodle经网关,imagegen模板,错配,cam-room-客厅,sketch,_iteration/run-2026-09-05-control-sketch/cam-room-客厅/sketch.png,0.0369,0.0356,0.0396,1,-15,1.0,1.0,15066,15065,,7.3
_iteration/run-2026-09-05-control-sketch-realism/cam-bird-dollhouse-seed2.png,揭顶,19洞控制稿,modern-minimal,无陈设,cam-bird-dollhouse,万相doodle经网关,imagegen模板,转90,,sketch,_iteration/run-2026-09-05-control-sketch/cam-bird-dollhouse/sketch.png,0.0379,0.0375,0.0479,2,22,1.0,1.0,19328,19328,,10.3
_iteration/run-2026-09-05-control-sketch-realism/cam-bird-dollhouse-seed3.png,揭顶,19洞控制稿,modern-minimal,无陈设,cam-bird-dollhouse,万相doodle经网关,imagegen模板,正常,,line,_iteration/run-2026-09-05-control-sketch/cam-bird-dollhouse/line.png,0.2373,0.3681,0.3735,1,1,1.0,1.0,22865,22865,,10.8
_iteration/run-2026-09-05-control-sketch-realism/cam-bird-dollhouse-seed3.png,揭顶,19洞控制稿,modern-minimal,无陈设,cam-bird-dollhouse,万相doodle经网关,imagegen模板,正常,,sketch,_iteration/run-2026-09-05-control-sketch/cam-bird-dollhouse/sketch.png,0.1861,0.4449,0.4449,0,0,1.0,1.0,19328,19328,,9.4
_iteration/run-2026-09-05-realism-styles/cam-bird-dollhouse-nordic-light-seed1.png,揭顶,19洞控制稿,nordic-light,无陈设,cam-bird-dollhouse,万相doodle经网关,imagegen模板,正常,,line,_iteration/run-2026-09-05-control-sketch/cam-bird-dollhouse/line.png,0.2197,0.3286,0.3454,1,1,1.0,1.0,22865,22865,,11.0
_iteration/run-2026-09-05-realism-styles/cam-bird-dollhouse-nordic-light-seed1.png,揭顶,19洞控制稿,nordic-light,无陈设,cam-bird-dollhouse,万相doodle经网关,imagegen模板,错配,cam-room-客厅,line,_iteration/run-2026-09-05-control-sketch/cam-room-客厅/line.png,0.0101,0.0083,0.0135,24,-24,1.0,1.0,24978,24978,,12.4
_iteration/run-2026-09-05-realism-styles/cam-bird-dollhouse-nordic-light-seed1.png,揭顶,19洞控制稿,nordic-light,无陈设,cam-bird-dollhouse,万相doodle经网关,imagegen模板,转90,,line,_iteration/run-2026-09-05-control-sketch/cam-bird-dollhouse/line.png,0.0195,0.0153,0.0274,13,15,1.0,1.0,22865,22865,,10.7
_iteration/run-2026-09-05-realism-styles/cam-bird-dollhouse-nordic-light-seed1.png,揭顶,19洞控制稿,nordic-light,无陈设,cam-bird-dollhouse,万相doodle经网关,imagegen模板,正常,,sketch,_iteration/run-2026-09-05-control-sketch/cam-bird-dollhouse/sketch.png,0.1654,0.386,0.4013,1,1,1.0,1.0,19328,19328,,9.3
_iteration/run-2026-09-05-realism-styles/cam-bird-dollhouse-nordic-light-seed1.png,揭顶,19洞控制稿,nordic-light,无陈设,cam-bird-dollhouse,万相doodle经网关,imagegen模板,错配,cam-room-客厅,sketch,_iteration/run-2026-09-05-control-sketch/cam-room-客厅/sketch.png,0.0183,0.0123,0.0275,24,-23,1.0,1.0,15066,15065,,7.2
_iteration/run-2026-09-05-realism-styles/cam-bird-dollhouse-nordic-light-seed1.png,揭顶,19洞控制稿,nordic-light,无陈设,cam-bird-dollhouse,万相doodle经网关,imagegen模板,转90,,sketch,_iteration/run-2026-09-05-control-sketch/cam-bird-dollhouse/sketch.png,0.0206,0.0162,0.0284,24,23,1.0,1.0,19328,19328,,9.8
_iteration/run-2026-09-05-realism-styles/cam-bird-dollhouse-nordic-light-seed2.png,揭顶,19洞控制稿,nordic-light,无陈设,cam-bird-dollhouse,万相doodle经网关,imagegen模板,正常,,line,_iteration/run-2026-09-05-control-sketch/cam-bird-dollhouse/line.png,0.2126,0.3176,0.3261,1,0,1.0,1.0,22865,22865,,11.2
_iteration/run-2026-09-05-realism-styles/cam-bird-dollhouse-nordic-light-seed2.png,揭顶,19洞控制稿,nordic-light,无陈设,cam-bird-dollhouse,万相doodle经网关,imagegen模板,错配,cam-room-客厅,line,_iteration/run-2026-09-05-control-sketch/cam-room-客厅/line.png,0.0155,0.0169,0.0193,1,-23,1.0,1.0,24978,24978,,12.3
_iteration/run-2026-09-05-realism-styles/cam-bird-dollhouse-nordic-light-seed2.png,揭顶,19洞控制稿,nordic-light,无陈设,cam-bird-dollhouse,万相doodle经网关,imagegen模板,转90,,line,_iteration/run-2026-09-05-control-sketch/cam-bird-dollhouse/line.png,0.0266,0.0283,0.0461,9,17,1.0,1.0,22865,22865,,10.5
_iteration/run-2026-09-05-realism-styles/cam-bird-dollhouse-nordic-light-seed2.png,揭顶,19洞控制稿,nordic-light,无陈设,cam-bird-dollhouse,万相doodle经网关,imagegen模板,正常,,sketch,_iteration/run-2026-09-05-control-sketch/cam-bird-dollhouse/sketch.png,0.1774,0.4066,0.4066,0,0,1.0,1.0,19328,19328,,9.4
_iteration/run-2026-09-05-realism-styles/cam-bird-dollhouse-nordic-light-seed2.png,揭顶,19洞控制稿,nordic-light,无陈设,cam-bird-dollhouse,万相doodle经网关,imagegen模板,错配,cam-room-客厅,sketch,_iteration/run-2026-09-05-control-sketch/cam-room-客厅/sketch.png,0.0269,0.0274,0.0362,2,-19,1.0,1.0,15066,15065,,7.0
_iteration/run-2026-09-05-realism-styles/cam-bird-dollhouse-nordic-light-seed2.png,揭顶,19洞控制稿,nordic-light,无陈设,cam-bird-dollhouse,万相doodle经网关,imagegen模板,转90,,sketch,_iteration/run-2026-09-05-control-sketch/cam-bird-dollhouse/sketch.png,0.0314,0.0319,0.0498,-1,24,1.0,1.0,19328,19328,,9.4
_iteration/run-2026-09-02-control-path-survey/Seedream-5.0-lite-对照/lite-run1.png,揭顶,19洞线稿(参考图通路),modern-minimal,默认,cam-bird-dollhouse,Seedream-5.0-lite参考图,探针手写,正常,,line(=送模型稿反色),_iteration/真户型-基准/底渲-cam-bird-dollhouse/line.png,0.1658,0.2737,0.2737,0,0,1.0,1.0,23022,23022,参考图通路对照组；出图 2304×1728,11.4
_iteration/run-2026-09-02-control-path-survey/Seedream-5.0-lite-对照/lite-run1.png,揭顶,19洞线稿(参考图通路),modern-minimal,默认,cam-bird-dollhouse,Seedream-5.0-lite参考图,探针手写,错配,cam-room-客厅,line(=送模型稿反色),_iteration/run-2026-09-04-failure-catalogue/底渲-室内机位/cam-room-客厅/line.png,0.0294,0.0283,0.0306,-17,-1,1.0,1.0,23711,23711,参考图通路对照组；出图 2304×1728,11.9
_iteration/run-2026-09-02-control-path-survey/Seedream-5.0-lite-对照/lite-run1.png,揭顶,19洞线稿(参考图通路),modern-minimal,默认,cam-bird-dollhouse,Seedream-5.0-lite参考图,探针手写,转90,,line(=送模型稿反色),_iteration/真户型-基准/底渲-cam-bird-dollhouse/line.png,0.0414,0.0394,0.0486,-18,16,1.0,1.0,23022,23022,参考图通路对照组；出图 2304×1728,11.5
_iteration/run-2026-09-02-control-path-survey/Seedream-5.0-lite-对照/lite-run2.png,揭顶,19洞线稿(参考图通路),modern-minimal,默认,cam-bird-dollhouse,Seedream-5.0-lite参考图,探针手写,正常,,line(=送模型稿反色),_iteration/真户型-基准/底渲-cam-bird-dollhouse/line.png,0.1122,0.1741,0.3352,-4,0,1.0,1.0,23022,23022,参考图通路对照组；出图 2304×1728,11.3
_iteration/run-2026-09-02-control-path-survey/Seedream-5.0-lite-对照/lite-run2.png,揭顶,19洞线稿(参考图通路),modern-minimal,默认,cam-bird-dollhouse,Seedream-5.0-lite参考图,探针手写,错配,cam-room-客厅,line(=送模型稿反色),_iteration/run-2026-09-04-failure-catalogue/底渲-室内机位/cam-room-客厅/line.png,0.0217,0.015,0.0262,-23,18,1.0,1.0,23711,23711,参考图通路对照组；出图 2304×1728,12.3
_iteration/run-2026-09-02-control-path-survey/Seedream-5.0-lite-对照/lite-run2.png,揭顶,19洞线稿(参考图通路),modern-minimal,默认,cam-bird-dollhouse,Seedream-5.0-lite参考图,探针手写,转90,,line(=送模型稿反色),_iteration/真户型-基准/底渲-cam-bird-dollhouse/line.png,0.02,0.0164,0.0328,23,-11,1.0,1.0,23022,23022,参考图通路对照组；出图 2304×1728,11.3
_iteration/run-2026-09-02-control-path-survey/Seedream-5.0-lite-对照/lite-run3.png,揭顶,19洞线稿(参考图通路),modern-minimal,默认,cam-bird-dollhouse,Seedream-5.0-lite参考图,探针手写,正常,,line(=送模型稿反色),_iteration/真户型-基准/底渲-cam-bird-dollhouse/line.png,0.1168,0.1833,0.2515,-3,2,1.0,1.0,23022,23022,参考图通路对照组；出图 2304×1728,10.9
_iteration/run-2026-09-04-failure-catalogue/万相-揭顶-无陈设/bird-nofurn-seed1.png,揭顶,19洞线稿反色,modern-minimal,无陈设,cam-bird-dollhouse,万相doodle,探针手写,正常,,line(=送模型稿反色),_iteration/真户型-基准/底渲-cam-bird-dollhouse/line.png,0.2695,0.4201,0.4258,1,1,1.0,1.0,23022,23022,,10.8
_iteration/run-2026-09-04-failure-catalogue/万相-揭顶-无陈设/bird-nofurn-seed1.png,揭顶,19洞线稿反色,modern-minimal,无陈设,cam-bird-dollhouse,万相doodle,探针手写,错配,cam-room-客厅,line(=送模型稿反色),_iteration/run-2026-09-04-failure-catalogue/底渲-室内机位/cam-room-客厅/line.png,0.0177,0.0144,0.0231,-16,-6,1.0,1.0,23711,23711,,12.1
_iteration/run-2026-09-04-failure-catalogue/万相-揭顶-无陈设/bird-nofurn-seed1.png,揭顶,19洞线稿反色,modern-minimal,无陈设,cam-bird-dollhouse,万相doodle,探针手写,转90,,line(=送模型稿反色),_iteration/真户型-基准/底渲-cam-bird-dollhouse/line.png,0.0279,0.0252,0.0456,13,16,1.0,1.0,23022,23022,,11.7
_iteration/run-2026-09-04-failure-catalogue/万相-揭顶-无陈设/bird-nofurn-seed2.png,揭顶,19洞线稿反色,modern-minimal,无陈设,cam-bird-dollhouse,万相doodle,探针手写,正常,,line(=送模型稿反色),_iteration/真户型-基准/底渲-cam-bird-dollhouse/line.png,0.2335,0.368,0.3919,0,1,1.0,1.0,23022,23022,,10.6
_iteration/run-2026-09-04-failure-catalogue/万相-揭顶-无陈设/bird-nofurn-seed2.png,揭顶,19洞线稿反色,modern-minimal,无陈设,cam-bird-dollhouse,万相doodle,探针手写,错配,cam-room-客厅,line(=送模型稿反色),_iteration/run-2026-09-04-failure-catalogue/底渲-室内机位/cam-room-客厅/line.png,0.0167,0.0162,0.0272,-16,-2,1.0,1.0,23711,23711,,11.6
_iteration/run-2026-09-04-failure-catalogue/万相-揭顶-无陈设/bird-nofurn-seed2.png,揭顶,19洞线稿反色,modern-minimal,无陈设,cam-bird-dollhouse,万相doodle,探针手写,转90,,line(=送模型稿反色),_iteration/真户型-基准/底渲-cam-bird-dollhouse/line.png,0.023,0.023,0.0414,5,21,1.0,1.0,23022,23022,,11.6
_iteration/run-2026-09-02-control-path-survey/万相-doodle/run1-seed12345.png,揭顶,19洞线稿反色,modern-minimal,默认,cam-bird-dollhouse,万相doodle,探针手写,正常,,line(=送模型稿反色),_iteration/真户型-基准/底渲-cam-bird-dollhouse/line.png,0.2396,0.4067,0.4067,0,0,1.0,1.0,23022,23022,,12.3
_iteration/run-2026-09-02-control-path-survey/万相-doodle/run1-seed12345.png,揭顶,19洞线稿反色,modern-minimal,默认,cam-bird-dollhouse,万相doodle,探针手写,错配,cam-room-客厅,line(=送模型稿反色),_iteration/run-2026-09-04-failure-catalogue/底渲-室内机位/cam-room-客厅/line.png,0.0091,0.0095,0.0194,-17,-11,1.0,1.0,23711,23711,,11.6
_iteration/run-2026-09-02-control-path-survey/万相-doodle/run1-seed12345.png,揭顶,19洞线稿反色,modern-minimal,默认,cam-bird-dollhouse,万相doodle,探针手写,转90,,line(=送模型稿反色),_iteration/真户型-基准/底渲-cam-bird-dollhouse/line.png,0.0162,0.0132,0.0208,24,8,1.0,1.0,23022,23022,,10.7
_iteration/run-2026-09-02-control-path-survey/万相-doodle/run2-seed12345-repeat.png,揭顶,19洞线稿反色,modern-minimal,默认,cam-bird-dollhouse,万相doodle,探针手写,正常,,line(=送模型稿反色),_iteration/真户型-基准/底渲-cam-bird-dollhouse/line.png,0.2396,0.4067,0.4067,0,0,1.0,1.0,23022,23022,与 run1 逐像素相同（同 seed 复跑）,11.9
_iteration/run-2026-09-02-control-path-survey/万相-doodle/run4-seed1001.png,揭顶,19洞线稿反色,modern-minimal,默认,cam-bird-dollhouse,万相doodle,探针手写,正常,,line(=送模型稿反色),_iteration/真户型-基准/底渲-cam-bird-dollhouse/line.png,0.2376,0.3929,0.3929,0,0,1.0,1.0,23022,23022,,12.0
_iteration/run-2026-09-02-control-path-survey/万相-doodle/run4-seed1001.png,揭顶,19洞线稿反色,modern-minimal,默认,cam-bird-dollhouse,万相doodle,探针手写,错配,cam-room-客厅,line(=送模型稿反色),_iteration/run-2026-09-04-failure-catalogue/底渲-室内机位/cam-room-客厅/line.png,0.011,0.0141,0.021,-18,3,1.0,1.0,23711,23711,,11.2
_iteration/run-2026-09-02-control-path-survey/万相-doodle/run4-seed1001.png,揭顶,19洞线稿反色,modern-minimal,默认,cam-bird-dollhouse,万相doodle,探针手写,转90,,line(=送模型稿反色),_iteration/真户型-基准/底渲-cam-bird-dollhouse/line.png,0.0147,0.0125,0.0222,19,10,1.0,1.0,23022,23022,,10.4
_iteration/run-2026-09-02-control-path-survey/万相-doodle/run5-seed1002.png,揭顶,19洞线稿反色,modern-minimal,默认,cam-bird-dollhouse,万相doodle,探针手写,正常,,line(=送模型稿反色),_iteration/真户型-基准/底渲-cam-bird-dollhouse/line.png,0.2417,0.4075,0.4109,-1,0,1.0,1.0,23022,23022,,12.0
_iteration/真户型-基准/底渲-cam-bird-dollhouse/geometry.png,揭顶,19洞线稿反色,—,—,cam-bird-dollhouse,底渲(非模型),—,核对,,line,_iteration/真户型-基准/底渲-cam-bird-dollhouse/line.png,0.0607,0.0675,0.069,0,1,1.0,1.0,23022,23022,核对用：几何全对的底渲自量，不进分布,6.9
